,Name,Online_order,Book_table,Rate,Votes,Dish_liked,Approx_cost(for two people)
5843,Gudguda Prime Cafe,0,Yes,4.2 out of 5,815,"Mocktails, Pizza, Veg Platter, Brownie, Burgers, Pasta, Fries Basket",800
5844,Cafe Medley,1,No,4.2 out of 5,1063,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza",800
5845,99 Pancakes,1,No,4.5 out of 5,341,"Pan Cake, Waffles, Nutella Pancakes",300
5846,Waffle Magic,1,No,4.1 out of 5,86,Waffles,700
5847,154 Breakfast Club,1,Yes,4.0 out of 5,1513,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette",900
5848,Bistro Oui,1,Yes,4.1 out of 5,402,"Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup","1,200"
5849,Kargeens,1,No,4.1 out of 5,991,"Mocktails, Pasta Alfredo, Nachos, Veggie Pizza, Chicken Steak, Hot Chocolate, Noodles",600
5850,Smally's Resto Cafe,1,Yes,4.2 out of 5,1701,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken",650
5851,Mustard Cafe,1,No,4.1 out of 5,889,"Mushroom Bruschettas, Mocktails, Blueberry Smoothie, Opera Cake, Beef Burger, Pasta Arrabiata, Burgers",800
5852,Fabindia Cafe,0,No,4.2 out of 5,224,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha",200
5853,Fresh Pressery Cafe,1,No,4.1 out of 5,138,"Salads, Chicken Sandwich, Brownie, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast","1,200"
5854,Smoor,1,No,4.2 out of 5,100,"Hot Chocolate, Sandwich, Sushi, Red Velvet, Pumpkin Ravioli, Cajun Fries, Gooey Chocolate Cake",900
5855,TRIGEREATO,1,Yes,4.4 out of 5,102,"Pasta, Salad, Noodles, Mousse, Fries, Mocktails, Pizza",700
5856,The Yogisthaan Cafe,1,No,4.1 out of 5,62,"Paratha, Chai, Poha, Quinoa Burger",600
5857,Maxpresso,0,No,4.1 out of 5,324,"Burgers, Coffee, Waffles, Mocktails, Pasta, Brownie Chocolate, Chicken Salami",700
5858,Lakeview Milkbar,0,No,3.8 out of 5,289,"Burgers, Pizza, Chocolate Fudge, Caramel Cheesecake, Vanilla Ice Cream, Hot Chocolate, Thick Shakes",500
5859,Biggies Burger 'n' More,1,No,3.7 out of 5,107,"Burgers, Mojito, Bbq Burger, Peri Peri Fries, Grilled Burger",400
5860,The Chocolate Room,0,No,3.8 out of 5,63,"Waffles, Burgers, Hot Chocolate, Chocolate Avalanche, Fries, Brownie",600
5861,Chill-Um Cafe,1,Yes,4.1 out of 5,152,"Peri Peri Chicken, Fries, Lemongrass Chicken, Margherita Pizza",600
5862,Entropy Cafe,1,No,4.1 out of 5,506,"Nachos, Biryani, Chaat, Pancakes, Pizza, Pasta, Burgers",600
5863,Dhuaan,0,No,4.2 out of 5,130,"Paneer Pizza, Onion Rings, Oreo Shake, Peri Peri Chicken Pizza, Pasta",800
5864,Cafe On The Way,1,No,4.0 out of 5,275,"Waffles, Coffee, Pesto Sandwich, Hazelnut Cappuccino, Latte, Salads, Pasta",500
5865,Tattva Cafe,0,No,2.8 out of 5,227,"Tea, Masala Chai, Filter Coffee, Sandwich, Burgers, Orange Juice, Poha",450
5866,Loca Moca,0,No,3.7 out of 5,46,"Coffee, Hazelnut Cappuccino, Chicken Keema Roll, Chicken Sandwich, Grilled Chicken Wrap",600
5867,Chaai Resto,0,No,3.6 out of 5,54,"Ginger Tea, Poha, Irani Chai, Chaai, Sandwich, Thick Shakes",250
5868,Tella Tales,1,No,4.2 out of 5,414,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries",700
5869,Loveshack,0,Yes,4.0 out of 5,1755,"Corn Balls, Cocktails, Mocktails, Sunday Brunch, Fish, Chicken Wings, Nachos","1,600"
5870,Here & Now,0,No,4.6 out of 5,1587,"Burgers, Waffles, Pancakes, Sunday Morning Breakfast, Sandwich, Pasta, Chocolate Milkshake",750
5871,Mudpipe Cafe,1,Yes,4.5 out of 5,1880,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta",900
5872,Blk Plus Wht,0,No,4.3 out of 5,128,"Noodles, Cocktails, Nasi Goreng, Apple Fritters, Nalli Nihari, Panna Cotta, Vanilla Ice Cream",800
5873,Bakers Town,1,No,3.6 out of 5,42,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger",600
5874,eat.fit,1,No,4.6 out of 5,1189,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani",500
5875,Swadista Aahar,1,No,4.2 out of 5,787,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali",300
5876,Fish Chain,1,No,4.0 out of 5,58,Mustard Fish Curry,250
5877,FreshMenu,1,No,3.9 out of 5,584,"Salads, Burgers, Sandwich, Pasta, Pizza, Rice Bowls, Biryani",450
5878,The Paratha Company,1,No,4.3 out of 5,169,"Rice Kheer, Dhaniya Chutney, Rabri, Aloo Paratha, Chole, Cheese Paneer Paratha, Dal Makhani",400
5879,Fattoush,1,No,4.2 out of 5,1285,"Fattoush, Crispy Chilli Potatoes, Mutton Roganjosh, Butter Chicken Biryani, Crispy Chilli Babycorn, Chicken Grill, Tandoori Chicken",900
5880,La Pino'z Pizza,1,No,4.1 out of 5,499,"Fries, White Sauce Pasta, Monster Pizza, Cheesy Garlic Bread, Cheesy Pizza, Margherita Pizza",600
5881,Shanmukha,1,No,4.0 out of 5,992,"Onion Kulcha, Hyderabadi Chicken Dum Biryani, Butter Naan, Veg Seekh Kebab, Mushroom Manchurian, Wings, Mutton Biryani",800
5882,Gogula's Sweets & Chats,1,No,4.0 out of 5,206,"Chole, Kulfi, Kachori, Samosa, Chaat, Pav Bhaji, Barfi",200
5883,Chettayees,1,No,3.4 out of 5,152,"Puttu Biryani, Egg Roast",400
5884,Sardarji Londonwaley,1,No,4.1 out of 5,319,"Dal Makhani, Kulcha, Butter Chicken, Makke Ki Roti, Garlic Naan, Tandoori Chicken, Palak Paneer",450
5885,Leon Grill,1,No,4.3 out of 5,168,"Burgers, Peri Peri Chicken, Grilled Lamb Burger, Chicken Burger, French Fries",500
5886,XO Belgian Waffle,1,No,4.5 out of 5,558,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo",400
5887,Truly Punjab,1,No,4.2 out of 5,385,"Raita, Sarson Ka Saag, Paneer Tikka Masala, Paratha, Sarso Da Saag, Chole, Dal Fry",500
5888,BOX8- Desi Meals,1,No,4.2 out of 5,462,"Paratha, Jal-jeera, Sandwich, Dal Makhani, Biryani, Lemonade, Salad",500
5889,Kannur Food Point,1,No,3.7 out of 5,216,Roast Chicken,200
5890,Burger King,1,No,4.1 out of 5,357,"Burgers, Wings, Whopper Burger, Cheesy Fries, Italian Fries",600
5891,Bhojohori Manna,1,No,4.1 out of 5,1959,"Fish, Sea Food, Chingri Malai Curry, Mutton Kasha, Jumbo Ilish, Chingri Malaikari, Jumbo Prawns",650
5892,Abhiruchi Hotel,1,No,3.5 out of 5,738,"Dum Biryani, Prawn Curry, Paneer Biryani, Chicken Boneless Biryani, Apollo Fish",600
5893,Cake Box,1,No,3.5 out of 5,98,"Chocolate Truffle, Blueberry Cheesecake",400
5894,Momoz,0,No,3.9 out of 5,626,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn",600
5895,Al-Bek,1,No,3.6 out of 5,137,"Mutton Biryani, Chicken Biryani, Shawarma, Kalmi Kabab, Butter Chicken, Chicken Grill, Garlic Chicken",300
5896,Aligarh House,1,No,4.4 out of 5,102,"Raita, Muradabadi Biryani",400
5897,Hotel Manu,1,No,3.9 out of 5,341,"Fish, Paratha",400
5898,Kota Kachori,1,No,4.3 out of 5,3614,"Pyaz Kachori, Chaat, Gajar Ka Halwa, Shrikhand, Jalebi Rabri, Churma, Boondi Raita",400
5899,Sagar Fast Food,1,No,4.0 out of 5,138,Neer Dosa,250
5900,Hatti Punjab Di,1,No,3.9 out of 5,229,"Aloo Paratha, Burgers, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken",250
5901,Kerala Pavilion,1,No,3.9 out of 5,303,"Fish Curry, Roast Chicken, Kerala Parotta, Appam, Mutton Pepper Fry, Sea Food, Ghee Rice",300
5902,Corner House Ice Cream,1,No,4.6 out of 5,277,"Brownie Chocolate, Brown Bomb, Hot Chocolate Fudge, Fudge Cake, Brownie Fudge",400
5903,Roti Wala,1,No,4.1 out of 5,200,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",300
5904,Taco Bell,1,No,4.1 out of 5,1962,"Tacos, Nachos, Potato Pops, Potato Burrito, Fiery Potato, Rice Bowls, Taco Joint",600
5905,Ambur Biryani Point,1,No,4.2 out of 5,426,"Ambur Biryani, Mutton Biryani, Raita",250
5906,Apna Punjab,1,No,3.7 out of 5,477,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian",450
5907,Onesta,1,Yes,4.4 out of 5,3766,"Banana Smoothie, Chocolate Pizza, Tiramisu, Barbeque Chicken Pizza, Fish, Pasta, Mushroom Ravioli",600
5908,Biryani Pot,1,No,3.8 out of 5,1076,"Hyderabadi Biryani, Vegetable Biryani, Mutton Biryani, Veg Dum Biryani, Chicken Boneless Biryani, Egg Biryani, Chicken Dum Biryani",500
5909,Pizza Hut,1,No,3.9 out of 5,490,"Pasta, Pepperoni, Garlic Bread, Supreme Pizza, Pane Pizza",750
5910,KFC,1,No,3.7 out of 5,646,"Burgers, Crispy Chicken, Chicken Grill, Fiery Chicken, Chicken Wings, Ginger Chicken, Rice Bowl",400
5911,Punjabi Dhaba,1,No,3.4 out of 5,355,"Butter Chicken, Paratha",350
5912,Shree Muthahalli Veg,1,No,4.2 out of 5,848,"Rava Idli, Filter Coffee, Tea, Vada, Paper Masala Dosa, Donne Biryani",300
5913,Maa Bhook Lagi,1,No,3.9 out of 5,297,"Chole, Kheer, Biryani, Litti, Liti Chokha, Churma, Raita",400
5914,Bihar Ki Shan,1,No,3.8 out of 5,348,Roti,300
5915,Royal Biryani Kitchen,1,No,3.9 out of 5,189,"Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani",600
5916,Al Daaz,1,No,4.2 out of 5,592,"Pizza, Chicken Kebab, Mocktails, Burgers, Pasta, Chicken Biryani, Salad",550
5917,Kaaram,1,No,3.9 out of 5,325,"Mughlai Biryani, Vegetable Biryani, Kaaram Biryani, Gulab Jamun, Raita, Kebab Biryani, Dum Biryani",500
5918,Warm Oven,1,No,4.3 out of 5,891,"Chocolate Truffle Cake, Eggless Cake, Cup Cake, Chocolate Dreamcake, Photo Cake, Fruit Cake, Litchi Cake",500
5919,Sulemani Chichas,1,No,4.1 out of 5,360,"Hyderabadi Biryani, Chicken Biryani, Mutton Paya, Mutton Biryani, Vegetable Biryani, Khichda, Tandoori Chicken",400
5920,A 1 Pizza and Food,1,No,2.8 out of 5,213,Pizza,300
5921,Behrouz Biryani,1,No,4.0 out of 5,357,"Gulab Jamun, Mint Raita, Paneer Subz Biryani, Hyderabadi Biryani, Mutton Biryani, Biryani Box, Basmati Rice",650
5922,Polar Bear,1,No,4.1 out of 5,71,"Hot Chocolate Fudge, Mango Sorbet, Brownie Fudge",400
5923,Dadi's Dum Biryani,1,Yes,4.1 out of 5,2726,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab",800
5924,Alankrutha,1,No,3.9 out of 5,260,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani",500
5925,Asha Tiffins,1,No,4.3 out of 5,283,"Vada, Masala Dosa, Kharabath, Filter Coffee, Kesari Bath, Idli Sambar",150
5926,Ovenstory Pizza,1,No,4.1 out of 5,192,"Chicken Tikka, Chocolava Cake, Peri Peri Pizza, Tandoori Paneer, Lava Cake",750
5927,The Shawarma Shop,1,No,4.1 out of 5,382,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",250
5928,Kabab Magic,1,No,3.8 out of 5,884,"Chicken Grill, Biryani, Shawarma Roll, Rolls, Arabian Pulpy Grape Juice",500
5929,Aasife & Brothers Biriyani Centre,1,No,3.9 out of 5,124,"Biryani, Fried Rice, Fish, Chicken Lollipop",600
5930,Thalassery Restaurant,1,No,3.7 out of 5,382,"Tea, Fish, Thalassery Biryani, Garlic Naan, Chicken Curry, Ghee Rice, Sea Food",600
5931,Chaatimes,1,No,3.4 out of 5,47,"Chaat, Dabeli, Panipuri",200
5932,Potful,1,No,4.1 out of 5,1128,"Phirni, Chicken Roll, Hyderabadi Biryani, Mutton Biryani, Lucknowi Biryani, Galauti Kebab, Gulab Jamun",650
5933,Sri Udupi Park,1,No,4.0 out of 5,65,Tea,300
5934,Gurukrupa Paratha House,1,No,3.1 out of 5,332,"Paratha, Naan, Kadai Paneer, Malai Kofta, Panneer Butter Masala, Lassi, Chicken Keema",500
5935,Savoury - Sea Shell Restaurant,1,No,3.9 out of 5,468,"Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup",750
5936,C. K. Mega Hot Food,1,No,3.9 out of 5,101,"Chicken Lollipop, Garlic Butter Noodle",600
5937,Yum In My Tum,1,No,4.2 out of 5,105,"Momos, Pizza Sandwich, Manchow Soup, Chowmein, Spring Roll, Noodles, White Pasta",300
5938,Tarbouche,1,No,4.0 out of 5,269,"Falafel, Lamb Kebab, Rolls, Fattoush, Teriyaki Chicken, Fries, Shawarma",300
5939,Szechuan Dragon,1,No,4.0 out of 5,182,"Salad, Fried Rice Chicken",600
5940,Ashirvaad Grand,1,No,4.0 out of 5,114,"Masala Dosa, Panneer Butter Masala",400
5941,Bubble Bee,1,No,3.9 out of 5,47,"Bubble Tea, Waffles, Blueberry Cheesecake",400
5942,Podi Idly,1,No,4.3 out of 5,653,"Podi Idli, Masala Dosa, Pongal, Coffee, Mini Idlis, Appam, Raagi Dosa",250
5943,Vijayalakshmi Veg,1,No,3.9 out of 5,99,"Vada, Rava Idli, Masala Dosa, Coffee",200
5944,The Pancake Story,1,No,4.6 out of 5,119,"Pancakes, Waffles, Popcorn, Nachos, Tea, Savoury Crepe, Hot Chocolate",300
5945,Beer Adda,1,Yes,4.3 out of 5,548,"Sea Food, Burgers, Onion Rings, Non Veg Thali, Craft Beer, Roti, Pizza","1,000"
5946,Punjabi Nawabi,1,No,3.8 out of 5,99,"Dal Makhani, Tikka, Saag, Naan, Makke Ki Roti",500
5947,Khai Khai,1,No,4.0 out of 5,52,"Mutton Kosha, Kosha Mangsho",450
5948,Indiana Burgers,1,No,3.5 out of 5,47,"Burgers, Chicken Whopper Burger",300
5949,Zee5 Loft,1,No,4.4 out of 5,798,"Pizza, Pasta, Lemonade, Brownie, Chocolate Shake, Peri Peri Fries, Chicken Wings",700
5950,New Gongura Grand,1,No,3.9 out of 5,369,"Andhra Thali, Chicken Lollipop, Mutton Biryani, Chicken Boneless Biryani, Andhra Meal, Hyderabadi Biryani, Raita",550
5951,Belgian Waffle Factory,1,No,4.8 out of 5,187,"Nachos, Chocolate Waffles, Nutella Waffle, Salsa, Oreo Waffle",400
5952,Biryani Palace,1,No,3.9 out of 5,462,"Tandoori Chicken, Chicken Boneless Biryani, Hyderabadi Biryani, Lemon Chicken, Mutton Biryani, Raita",600
5953,What'sinaPita,1,No,3.9 out of 5,232,"Falafel Wrap, Salads, Brownie Fudge, Fattoush Salad, Chicken Wings, Pita Bread, Paneer Wrap",400
5954,Occasions,1,No,4.3 out of 5,190,"Cup Cake, Chocolate Truffle, Dutch Truffle, Blueberry Cheesecake",400
5955,Le Gateau - The Cake Shop,1,No,4.4 out of 5,537,"Cup Cake, Fruit Gateau, Sponge Cake, Mango Cake, Eggless Cake, Chocolate Truffle Cake, Cheesecake",600
5956,Fritz Haber,1,No,4.0 out of 5,402,"Ice Cream Roll, Nitrogen Ice Cream, Roasted Almonds, Salted Caramel",450
5957,House Stark Cafe,1,No,3.9 out of 5,45,Fries,300
5958,Magix's Parattha Roll,1,No,3.7 out of 5,186,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill",400
5959,Tenzin Kitchen,1,No,4.2 out of 5,530,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli",450
5960,Bite Me Cupcakes,1,No,4.1 out of 5,191,"Cup Cake, Chocolate Cake",300
5961,Pin Me Down,1,Yes,4.5 out of 5,804,"Paneer Tikka, Pizza, Mocktails, Tandoori Aloo, Chowmein, Pasta Alfredo, Murgh Patiala",800
5962,Napoli Italian Bistro,1,Yes,4.1 out of 5,1061,"Pasta, Pizza, Chocolate Bomb, Wine, Ginger Lime Mojito, Tiramisu, Watermelon Mojito","1,200"
5963,Hyderabad Biryaani House,1,No,4.1 out of 5,1115,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Mutton Fry, Chicken Biryani, Lassi, Crispy Babycorn",750
5964,Soup'ermanz Kitchen,1,No,4.1 out of 5,441,"Crispy Chicken, Pasta, Burgers, Pizza, Chicken Burger, Clear Soup, Brownie",750
5965,Barbeque Delight,1,No,3.8 out of 5,66,"Tandoori Chicken, Paratha",800
5966,Koramangala Social,1,No,4.6 out of 5,4686,"Manchow Soup, Caramel Custard, Cocktails, Bbq Platter, Pork Ribs, Mocktails, Paratha","1,500"
5967,Sri Krishna Sagar,1,No,3.5 out of 5,235,"Coffee, Vada, Chaat, Rava Idli",400
5968,Rusbury Fresh Sweets And Savouries,1,No,4.0 out of 5,71,"Panipuri, Chaat, Rasmalai, Samosa, Pav Bhaji",200
5969,Tea Villa Cafe,1,Yes,4.2 out of 5,872,"Tea, Waffles, Pasta, Spaghetti, Sandwiches, Ratatouille, Nutella Waffle",800
5970,The Paramount Hotel,1,No,2.9 out of 5,321,"Egg Paratha, Tangdi Kabab, Butter Chicken, Ghee Rice, Faluda, Shawarma, Chicken Kebab","1,000"
5971,Gramin,1,No,4.3 out of 5,3455,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn",600
5972,Baba Chatkora,1,No,4.2 out of 5,821,"Matka Lassi, Paneer Tikka, Chole, Shikanji, Onion Kulcha, Malai Chaap, Soya Chaap","1,000"
5973,The Egg Factory,1,No,4.0 out of 5,138,"Shakshouka, Kothu Paratha, Scrambled Eggs, Pasta, English Breakfast, Cheese Omelette, Masala Omelette",750
5974,Keventers,1,No,4.0 out of 5,168,"Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut",400
5975,Malabar Bay,1,Yes,4.2 out of 5,1542,"Panneer Butter Masala, Chicken Tikka, Mutton Curry, Paneer Tikka, Appam, Roast Chicken, Kerala Parotta",800
5976,Firangi Bake,1,No,4.1 out of 5,95,"Lasagne, Subz-e-royal Pot Rice",600
5977,Pot Biryani,1,No,3.9 out of 5,462,"Pot Biryani, Boneless Biryani, Raita, Paneer Biryani, Mutton Biryani, Sea Food, Ghee Roast Mutton",600
5978,Cream Stone,1,No,4.2 out of 5,1023,"Nutella Brownie, Fruit Ice Cream, Ferrero Rocher Ice Cream, Chocolava, Hot Chocolate Fudge, Mango Ice Cream, Waffles",500
5979,Arya Hungry?,1,No,4.3 out of 5,279,"Chole, Kulcha, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani",450
5980,Mitran Da Junction,1,No,4.1 out of 5,321,"Butter Chicken, Dal Makhani, Roti, Tangdi Kabab, Panneer Butter Masala",600
5981,The Litti Company,1,No,3.7 out of 5,34,"Liti Chokha, Aloo Litti, Dal Halwa",400
5982,Grigliato,1,No,3.9 out of 5,717,"Beer, Steak, Burgers, Fritters, Caramel Custard, Pasta Alfredo, Pizza","1,000"
5983,El Salver,1,Yes,3.9 out of 5,74,Fish Curry,900
5984,Go Italia,1,No,4.0 out of 5,779,"Pizza, Pasta, Garlic Bread, Veg Burger, Wine, Minestrone Soup, Chocolate Cake",750
5985,WOW! Momo,1,No,3.9 out of 5,151,"Thukpa, Chocolate Momos, Schezwan Momos, Momos Burger, Burgers, Chicken Momo, Veg Momos",400
5986,Goli Vada Pav No. 1,1,No,3.7 out of 5,215,"Cheese Vada Pav, Kulfi, Burgers, Tikki, Cheese Fingers, Schezwan Vada Pav",200
5987,1722 Urban Bistro,1,Yes,4.1 out of 5,221,"Burgers, Pasta, Pizza, Biryani, Veg Burger, Chicken Burger, Chicken Lollipop",600
5988,Domino's Pizza,1,No,4.0 out of 5,567,"Pizza, Barbeque Chicken",400
5989,TRUE BLEU RESTO CAFE,1,No,4.2 out of 5,71,"Pizza, Bannoffee Pie, Mocktails, Pasta Alfredo, Burgers, Nachos, Veg Burger",400
5990,GKT Biryani World,1,No,3.7 out of 5,85,"Pizza, Chicken Biryani",350
5991,Bakingo,1,No,4.0 out of 5,76,Coffee,500
5992,Cake Dilim,1,No,3.7 out of 5,91,Chocolate Cake,400
5993,Pasta Street,1,Yes,4.5 out of 5,255,"Pasta, Wine, Pizza, Lasagne, Cheesecake, Spinach Ravioli, Cocktails","1,300"
5994,Amour Fine Patisserie,1,Yes,4.0 out of 5,85,"Macaroon, Cappuccino, Coffee, Pinacolada, Ferrero Rocher, Latte",500
5995,Biryani Miya,1,No,3.8 out of 5,38,Biryani,600
5996,Punjabi Swag,1,No,3.9 out of 5,688,"Lassi, Murgh Lababdar, Chaap, Makke Ki Roti, Butter Paneer, Patiala Paneer, Butter Chicken",500
5997,EggFactor - Street House,1,No,4.2 out of 5,62,"Omelette, Chicken Grill",200
5998,Frozen Bottle,1,No,4.1 out of 5,187,"Dessert Jar, Berryblast, Cheesecake, Vanilla Ice Cream",400
5999,Bun Town,1,No,4.0 out of 5,205,"Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut",500
6000,Karahi Kitchen,1,No,4.0 out of 5,165,Chicken Biryani,300
6001,The Bong Palate,1,No,3.8 out of 5,63,"Mutton Kosha, Basanti Pulao, Fish Curry, Chicken Biryani",300
6002,The Shawarma Inc,1,No,3.4 out of 5,95,"Whole Meat Shawarma, Jumbo Shawarma, Spicy Shawarma, Momos",200
6003,Brooks and Bonds Brewery,1,Yes,4.5 out of 5,3944,"Beef Chilli, Salad, Cocktails, Pizza, Craft Beer, Mango Cider, Potato Wedges","1,600"
6004,Cafe Coffee Day,1,No,3.4 out of 5,34,"Coffee, Latte",900
6005,Juice Junction Food Court,1,No,3.8 out of 5,212,"Sandwiches, Maggi, Rolls, Chole Bhature, Ginger Tea, Paratha, Rava Masala Dosa",200
6006,Peace Restaurant,1,No,3.9 out of 5,660,"Momos, Thukpa, Dumplings, Crispy Chilli Potatoes, Beef Shaptak Dry, Chicken Momo, Fruit Beer",500
6007,Faasos,1,No,4.0 out of 5,463,"Rolls, Bbq Chicken, Paneer Makhanwala, Jumbo Chicken Roll, Veggie Wrap, Sabudana Vada, Chicken Wrap",500
6008,Lazeez,1,No,3.2 out of 5,909,"Biryani, Rolls, Firni, Chicken Roll, Mutton Pasanda, Mutton Rezala, Phirni",600
6009,What's In A Name,1,Yes,4.1 out of 5,1785,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu","1,200"
6010,Chef Baker's,1,No,3.8 out of 5,206,"Burgers, Pizza, Peri Peri Chicken Burger, Sandwiches, Pasta, Sandwich, Potato Wedges",600
6011,Biggies Burger 'n' More,1,No,3.8 out of 5,209,"Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger",400
6012,Midnight Mania,1,No,4.1 out of 5,724,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Burgers",700
6013,Petoo,1,No,3.9 out of 5,59,"Gulab Jamun, Samosa, Paratha, Paneer Curry, Biryani, Chaat, Veg Cutlet",300
6014,The Mylapore Cafe,1,No,4.1 out of 5,121,"Masala Dosa, Pongal, Filter Coffee, Tea, Idli",200
6015,Northam's Pizza.Pita,1,No,4.1 out of 5,673,"Exotic Garlic Bread, Spicy Falafel, Burgers, Pasta, Pita Pocket, Pita Pizza, Veggie Pizza",450
6016,Seven Ate Nine,1,Yes,NEW,0,"Burgers, Steak",700
6017,The Tandoori Chai,1,No,3.9 out of 5,61,"Tandoori Chai, Tea, Paratha, Samosa Chaat, Onion Pakoda, Raj Kachori",400
6018,Srinidhi Sagar Deluxe,1,No,3.6 out of 5,108,"Idli, Coffee, Masala Dosa, Fruit Juices, Vada, Thali, Manchurian",40
6019,The House Of Paratha,1,No,3.7 out of 5,60,Cheese Paratha,200
6020,Aami Bangali,1,No,3.6 out of 5,74,"Basanti Pulao, Fish, Aloo Posto, Thali",700
6021,Grillopia,1,No,3.9 out of 5,97,"Burgers, Wood Fire Pizza, Nachos","1,000"
6022,The Waffle Street,1,No,3.9 out of 5,55,"Waffles, Pasta Alfredo, Hot Coffee",300
6023,The Chocolate Room,1,No,3.9 out of 5,206,"Waffles, Hot Chocolate, Coffee, Pancakes, Brownie, Pizza, Sandwiches",600
6024,Southinn,1,No,3.8 out of 5,191,"Vada, Idli, Masala Dosa, Filter Coffee, Tea, Sandwiches",250
6025,Caffe Pascucci,1,Yes,4.1 out of 5,723,"Pizza, Coffee, Pasta, Sandwiches, Chicken Lasagne, Pepper Chicken, Bruschettas",950
6026,Zingron,1,No,4.0 out of 5,515,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken",750
6027,Chaai Resto,1,No,3.9 out of 5,93,"Burgers, Chai, Paratha, Sandwich, Ginger Tea, Chaat, Oreo Shake",250
6028,Anjappar,0,No,3.9 out of 5,1160,"Tandoori Chicken, Biryani, Chettinad Thali, Elaneer Payasam, Crab Soup, Fish, Pepper Chicken",650
6029,Parika Multicuisine & Coastal Fine Dine,1,Yes,3.9 out of 5,603,"Sea Food, Fish, Prawn Curry, Crab Masala, Prawn Gassi, Naan, Neer Dosa","1,000"
6030,Shift,1,Yes,4.2 out of 5,1910,"Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Beer","1,500"
6031,On The Nose,1,No,3.8 out of 5,615,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup",600
6032,Juicy Momos,1,No,3.6 out of 5,69,"Veg Momos, Burgers, Chocolate Momos, Momo Burger, Whole Meat Shawarma, Paneer Momos",250
6033,1522 - The Pub,0,Yes,4.2 out of 5,1739,"Cocktails, Devils Chicken, Beer, Tandoori Chicken, Pasta, Pinacolada, Pizza","1,400"
6034,Crawl Street,1,Yes,4.3 out of 5,2569,"Biryani, Cocktails, Pasta, Peri Peri Chicken, Mocktails, Paneer Tikka Masala, Pizza","1,200"
6035,Nandhana Palace,0,Yes,4.1 out of 5,778,"Supreme Chicken Biryani, Veg Thali, Chilli Chicken, Curd Rice, Lime Soda, Mutton Bone Soup, Hyderabadi Biryani",800
6036,Koshe Kosha,1,No,4.0 out of 5,575,"Fish, Kosha Mangsho, Chicken Curry, Luchi, Chingri Malaikari, Biryani, Bhetki Fry",600
